model,letnik,prevozeni_kilometri,gorivo,prostornina_v_ccm,moc_v_kW,menjalnik,cena_v_evrih
Sharan,2012,219000,dizel,1968,103,ročni,13850
Sharan,2014,51645,dizel,1968,103,ročni,19980
Sharan,2003,380000,dizel,1896,85,ročni,3850
Sharan,1998,345000,dizel,1896,81,ročni,700
Sharan,2014,170000,dizel,1968,103,avtomatski,19900
Sharan,2003,268678,dizel,1896,96,ročni,2750
Sharan,2007,254000,dizel,1896,85,avtomatski,4900
Sharan,2002,318000,dizel,1890,85,avtomatski,2150
Sharan,2014,123413,dizel,1968,103,avtomatski,15590
Sharan,2003,300000,dizel,1896,85,ročni,3690
Sharan,2017,21000,dizel,1968,135,ročni,28888
Sharan,2012,189292,dizel,1968,103,avtomatski,14500
Sharan,2014,149000,dizel,1968,103,ročni,14000
Sharan,2012,150000,dizel,1968,103,ročni,16900
Sharan,2013,281607,dizel,1968,103,ročni,15990
Sharan,2010,279000,dizel,1968,103,ročni,9480
Sharan,2013,120093,dizel,1968,103,ročni,17990
Sharan,2013,276523,dizel,1968,103,avtomatski,14850
Sharan,1998,250000,bencin,1781,110,ročni,1100
Sharan,2009,246300,dizel,1968,103,ročni,6990
Sharan,2015,173825,dizel,1968,103,ročni,15499
Sharan,2002,270000,dizel,1896,66,ročni,1890
Sharan,2004,280000,dizel,1896,85,avtomatski,2450
T-Roc,2018,0,dizel,1598,85,ročni,24285
T-Roc,2018,0,dizel,1598,85,ročni,27878
Tiguan,2018,6400,dizel,1968,110,ročni,29999
Tiguan,2018,20248,dizel,1968,110,ročni,27499
Tiguan,2018,15300,dizel,1968,110,ročni,30970
Tiguan,2014,128906,dizel,1968,81,ročni,16600
Tiguan,2012,159873,dizel,1968,103,ročni,15899
Tiguan,2012,64000,dizel,1968,103,ročni,17300
Tiguan,2011,330149,dizel,1968,103,ročni,10500
Tiguan,2017,28000,dizel,1968,176,avtomatski,42900
Tiguan,2016,30200,dizel,1968,110,ročni,23090
Tiguan,2015,23200,dizel,1968,81,ročni,17900
Tiguan,2018,3400,dizel,1968,110,ročni,36340
Tiguan,2011,165500,dizel,1968,103,avtomatski,15400
Tiguan,2013,148813,dizel,1968,81,ročni,12990
Tiguan,2018,10250,bencin,1395,93,ročni,25000
Tiguan,2014,141750,dizel,1968,103,ročni,13990
Tiguan,2010,158900,dizel,1968,103,avtomatski,12950
Tiguan,2016,17000,dizel,1968,81,ročni,20500
Tiguan,2010,250000,dizel,1968,103,avtomatski,10800
Tiguan,2017,40000,dizel,1968,110,ročni,29800
Touareg,2006,289000,dizel,2461,128,avtomatski,5900
Touareg,2018,0,dizel,2967,210,avtomatski,80989
Touareg,2007,218000,dizel,2967,165,avtomatski,9500
Touareg,2006,300000,dizel,2967,165,avtomatski,5500
Touareg,2008,287567,dizel,2967,176,ročni,7990
Touareg,2007,287000,dizel,2967,165,avtomatski,10200
Touareg,2009,232000,dizel,2461,128,avtomatski,11500
Touareg,2007,243000,dizel,2967,165,avtomatski,9900
Touareg,2009,354411,dizel,2967,176,avtomatski,11880
Touareg,2006,265000,dizel,2967,165,avtomatski,8300
Touareg,2004,273000,dizel,2461,128,ročni,6900
Touareg,2005,285000,dizel,2967,165,avtomatski,8000
Touareg,2012,150000,dizel,2967,180,avtomatski,24800
Touareg,2006,352000,dizel,2967,165,avtomatski,10500
Touareg,2018,0,dizel,2967,210,avtomatski,97143
Touareg,2007,264674,dizel,2967,176,avtomatski,10000
Touareg,2011,180000,dizel,2967,176,avtomatski,19990
Touareg,2007,215000,dizel,2461,128,ročni,7490
Touareg,2005,229500,dizel,2461,128,ročni,6990
Touareg,2008,338000,dizel,2967,176,avtomatski,9600
Touareg,2011,166470,dizel,2967,176,avtomatski,26980
Touareg,2018,8000,dizel,2967,210,avtomatski,74300
Touareg,2007,273000,dizel,2967,165,avtomatski,11890
Touareg,2018,0,dizel,2967,210,avtomatski,88402
Touareg,2007,302778,dizel,2967,176,avtomatski,9777
Touran,2011,169000,dizel,1598,77,ročni,9979
Touran,2013,161000,dizel,1598,77,ročni,10390
Touran,2007,344000,dizel,1896,77,ročni,4500
Touran,2014,85000,dizel,1598,77,ročni,12900
Touran,2015,159000,dizel,1968,103,ročni,13990
Touran,2003,302512,dizel,1896,74,ročni,2990
Touran,2003,300000,dizel,1896,66,ročni,2700
Touran,2006,295836,dizel,1896,77,ročni,3200
Touran,2005,260000,dizel,1968,103,ročni,2700
Touran,2008,270000,dizel,1896,77,ročni,5390
Touran,2005,260000,dizel,1896,77,ročni,4200
Touran,2011,125000,dizel,1598,77,ročni,1890
Touran,2003,290000,dizel,1968,103,ročni,2990
Touran,2015,147047,dizel,1598,81,ročni,14980
Touran,2014,142175,dizel,1968,103,ročni,13580
Touran,2015,150000,dizel,1598,81,ročni,14900
Touran,2007,215000,dizel,1896,66,ročni,5400
Touran,2005,390000,dizel,1968,103,ročni,2790
Touran,2008,210000,dizel,1896,77,ročni,6490
Touran,2013,166200,dizel,1598,77,ročni,12100
Touran,2013,187300,dizel,1598,77,ročni,11300
Touran,2012,182000,dizel,1598,66,ročni,10890
Touran,2005,291000,dizel,1896,77,ročni,3500
Touran,2005,360000,dizel,1896,74,ročni,3500
Touran,2013,278000,dizel,1598,77,ročni,7500
Touran,2011,151000,bencin,1197,77,ročni,9500
Touran,2007,263000,dizel,1896,77,ročni,5800
Touran,2016,130000,dizel,1968,110,avtomatski,7850
Touran,2016,141739,dizel,1598,85,ročni,15800
Touran,2011,275201,dizel,1968,103,avtomatski,10690
Touran,2012,137114,dizel,1968,125,avtomatski,11900
Touran,2012,138019,dizel,1598,77,avtomatski,10690
Touran,2011,189456,dizel,1598,77,ročni,7980
Touran,2011,198456,dizel,1598,77,ročni,7654
Touran,2003,299840,dizel,1896,74,ročni,3800
Touran,2005,236000,dizel,1896,77,ročni,3950
Touran,2014,143000,dizel,1968,103,ročni,13290
Touran,2008,264000,dizel,1896,77,ročni,5550
Touran,2009,259000,dizel,1896,77,ročni,6450
Touran,2014,114132,dizel,1968,103,ročni,13800
Touran,2012,226000,dizel,1598,77,avtomatski,8250
Touran,2007,23700,dizel,1896,77,ročni,6000
Touran,2015,136000,dizel,1598,77,ročni,12880
Touran,2016,141293,dizel,1598,81,ročni,15890
Touran,2008,266000,dizel,1896,77,ročni,5990
Touran,2006,255000,dizel,1896,77,ročni,4190
Touran,2008,298000,dizel,1968,103,ročni,5999
Touran,2007,245000,dizel,1896,77,ročni,5000
Touran,2018,4240,dizel,1968,110,ročni,24900
Touran,2012,160187,dizel,1968,125,avtomatski,14990
Touran,2012,148117,dizel,1968,103,avtomatski,12990
Touran,2016,142118,dizel,1968,110,ročni,16444
Touran,2008,190000,dizel,1896,77,ročni,5800
Touran,2015,123150,dizel,1598,77,ročni,13999
Touran,2016,141872,dizel,1598,81,ročni,14980
Touran,2013,165000,dizel,1598,77,ročni,12980
Touran,2013,180000,dizel,1598,77,avtomatski,10990
Touran,2011,171579,dizel,1598,77,ročni,7790
Touran,2010,165000,dizel,1896,77,ročni,8800
Touran,2013,172474,dizel,1968,103,ročni,12899
Touran,2015,154211,dizel,1598,81,ročni,12750
Touran,2015,147525,dizel,1968,103,ročni,14990
Touran,2014,149000,dizel,1598,77,avtomatski,11990
Touran,2011,217000,dizel,1968,103,ročni,10500
Touran,2013,173073,dizel,1968,103,avtomatski,14000
Touran,2011,200000,dizel,1968,103,avtomatski,9500
Touran,2011,200000,dizel,1598,77,ročni,8290
Touran,2012,151221,dizel,1598,77,ročni,11190
Touran,2018,0,bencin,1395,110,ročni,25850
Touran,2006,305453,dizel,1896,77,ročni,4400
Touran,2004,187055,dizel,1896,77,ročni,2600
Touran,2011,248000,dizel,1968,103,ročni,8700
Touran,2014,189000,dizel,1968,103,ročni,11490
Transporter,2008,279000,dizel,2460,96,ročni,9979
Transporter,2003,368500,dizel,2460,96,ročni,6440
Transporter,2002,198000,dizel,2461,65,ročni,3990
Transporter,2007,405000,dizel,2496,96,ročni,3250
Transporter,2013,278000,dizel,1968,103,ročni,14490
Transporter,2013,218000,dizel,1968,103,ročni,15490
Transporter,2010,250000,dizel,1996,75,ročni,9600
Transporter,1998,26000,dizel,50,50,ročni,1600
Transporter,2014,165000,dizel,1986,132,avtomatski,14800
Transporter,2007,340000,dizel,1896,75,ročni,6990
Transporter,2014,203000,dizel,1968,132,avtomatski,15800
up!,2014,38855,bencin,999,44,ročni,6590
up!,2013,34606,bencin,999,44,ročni,5980
up!,2018,0,bencin,55,999,ročni,10939
